FIPS,State,"County, State",2011 Food Insecurity Rate,Number of Food Insecure Persons in 2011,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2011 Child Food Insecurity Rate,Number of Food Insecure Children in 2011,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted Annual Food Budget Shortfall
16013,ID,"Blaine County, Idaho",14.20%,"3,040",130%,SNAP,185%,Other Nutrition Program,30.70%,14.60%,54.70%,18.00%,930,51%,49%,$3.93 ,"$1,947,720.00 "
16015,ID,"Boise County, Idaho",16.50%,"1,170",130%,SNAP,185%,Other Nutrition Program,41.40%,16.00%,42.60%,22.40%,350,55%,45%,$2.63 ,"$501,650.00 "
16017,ID,"Bonner County, Idaho",18.10%,"7,410",130%,SNAP,185%,Other Nutrition Program,42.90%,21.50%,35.60%,24.20%,2150,67%,33%,$2.75 ,"$3,322,090.00 "
16019,ID,"Bonneville County, Idaho",13.60%,"13,920",130%,SNAP,185%,Other Nutrition Program,40.30%,27.20%,32.50%,17.30%,5540,72%,29%,$2.51 ,"$5,696,050.00 "
16021,ID,"Boundary County, Idaho",18.40%,"2,000",130%,SNAP,185%,Other Nutrition Program,47.10%,33.80%,19.20%,25.00%,690,89%,12%,$2.78 ,"$906,430.00 "
16023,ID,"Butte County, Idaho",14.00%,400,130%,SNAP,185%,Other Nutrition Program,46.70%,26.70%,26.60%,19.10%,150,63%,37%,$2.46 ,"$160,420.00 "
16025,ID,"Camas County, Idaho",17.50%,220,130%,SNAP,185%,Other Nutrition Program,53.20%,25.70%,21.10%,25.60%,80,83%,17%,$2.47 ,"$88,590.00 "
16027,ID,"Canyon County, Idaho",17.40%,"32,460",130%,SNAP,185%,Other Nutrition Program,51.30%,23.20%,25.50%,25.10%,14760,73%,27%,$2.40 ,"$12,700,490.00 "
16029,ID,"Caribou County, Idaho",12.90%,890,130%,SNAP,185%,Other Nutrition Program,42.50%,18.00%,39.50%,17.10%,330,67%,33%,$2.45 ,"$355,480.00 "
16031,ID,"Cassia County, Idaho",15.20%,"3,430",130%,SNAP,185%,Other Nutrition Program,56.10%,26.60%,17.20%,21.70%,1600,77%,23%,$2.47 ,"$1,381,180.00 "
16033,ID,"Clark County, Idaho",13.20%,110,130%,SNAP,185%,Other Nutrition Program,68.40%,21.80%,9.80%,25.00%,60,91%,9%,$2.58 ,"$46,270.00 "
16035,ID,"Clearwater County, Idaho",18.00%,"1,570",130%,SNAP,185%,Other Nutrition Program,33.30%,23.50%,43.20%,22.90%,350,73%,27%,$2.63 ,"$673,160.00 "
16037,ID,"Custer County, Idaho",14.40%,620,130%,SNAP,185%,Other Nutrition Program,52.10%,17.60%,30.30%,20.90%,190,83%,18%,$2.90 ,"$293,120.00 "
16039,ID,"Elmore County, Idaho",15.80%,"4,220",130%,SNAP,185%,Other Nutrition Program,40.60%,28.30%,31.10%,21.50%,1650,73%,27%,$2.57 ,"$1,768,100.00 "
16041,ID,"Franklin County, Idaho",12.40%,"1,570",130%,SNAP,185%,Other Nutrition Program,48.90%,23.80%,27.30%,16.70%,740,78%,22%,$2.42 ,"$619,410.00 "
16043,ID,"Fremont County, Idaho",13.20%,"1,740",130%,SNAP,185%,Other Nutrition Program,43.40%,40.50%,16.20%,18.10%,740,97%,3%,$2.67 ,"$757,390.00 "
16045,ID,"Gem County, Idaho",17.40%,"2,910",130%,SNAP,185%,Other Nutrition Program,43.40%,18.20%,38.40%,25.20%,1050,67%,33%,$2.63 ,"$1,247,700.00 "
16047,ID,"Gooding County, Idaho",14.20%,"2,170",130%,SNAP,185%,Other Nutrition Program,55.70%,17.80%,26.50%,21.30%,960,72%,28%,$2.42 ,"$856,120.00 "
16049,ID,"Idaho County, Idaho",17.60%,"2,830",130%,SNAP,185%,Other Nutrition Program,46.90%,27.40%,25.80%,24.60%,830,68%,32%,$2.69 ,"$1,241,080.00 "
16051,ID,"Jefferson County, Idaho",12.80%,"3,230",130%,SNAP,185%,Other Nutrition Program,41.60%,28.70%,29.70%,17.40%,1550,73%,28%,$2.90 ,"$1,527,080.00 "
16053,ID,"Jerome County, Idaho",15.90%,"3,470",130%,SNAP,185%,Other Nutrition Program,54.30%,24.80%,20.90%,24.70%,1680,75%,25%,$2.36 ,"$1,335,060.00 "
16055,ID,"Kootenai County, Idaho",16.60%,"22,790",130%,SNAP,185%,Other Nutrition Program,38.70%,22.30%,39.00%,21.00%,7140,64%,36%,$2.56 ,"$9,511,410.00 "
16057,ID,"Latah County, Idaho",18.40%,"6,800",130%,SNAP,185%,Other Nutrition Program,48.70%,19.00%,32.40%,19.20%,1310,60%,40%,$3.47 ,"$3,846,800.00 "
16059,ID,"Lemhi County, Idaho",18.20%,"1,430",130%,SNAP,185%,Other Nutrition Program,48.10%,21.80%,30.10%,28.30%,440,75%,25%,$3.03 ,"$706,380.00 "
16061,ID,"Lewis County, Idaho",15.20%,580,130%,SNAP,185%,Other Nutrition Program,54.40%,28.90%,16.70%,23.70%,200,78%,22%,$2.59 ,"$244,900.00 "
16063,ID,"Lincoln County, Idaho",17.20%,880,130%,SNAP,185%,Other Nutrition Program,52.20%,22.30%,25.50%,23.40%,370,79%,21%,$2.45 ,"$351,490.00 "
16065,ID,"Madison County, Idaho",21.30%,"7,870",130%,SNAP,185%,Other Nutrition Program,71.60%,15.50%,12.90%,21.10%,2000,71%,29%,$2.89 ,"$3,707,950.00 "
16067,ID,"Minidoka County, Idaho",13.90%,"2,750",130%,SNAP,185%,Other Nutrition Program,52.10%,25.60%,22.30%,23.20%,1340,74%,26%,$2.43 ,"$1,089,430.00 "
16069,ID,"Nez Perce County, Idaho",14.60%,"5,710",130%,SNAP,185%,Other Nutrition Program,39.50%,24.20%,36.30%,19.00%,1620,60%,40%,$3.29 ,"$3,062,620.00 "
16071,ID,"Oneida County, Idaho",12.60%,530,130%,SNAP,185%,Other Nutrition Program,53.20%,25.50%,21.20%,16.90%,210,75%,25%,$2.41 ,"$208,230.00 "
16073,ID,"Owyhee County, Idaho",15.50%,"1,780",130%,SNAP,185%,Other Nutrition Program,72.10%,16.80%,11.20%,25.40%,850,74%,26%,$2.61 ,"$757,390.00 "
16075,ID,"Payette County, Idaho",16.00%,"3,620",130%,SNAP,185%,Other Nutrition Program,47.60%,20.10%,32.30%,22.50%,1460,69%,31%,$3.21 ,"$1,894,410.00 "
16077,ID,"Power County, Idaho",14.80%,"1,130",130%,SNAP,185%,Other Nutrition Program,48.00%,36.50%,15.50%,22.70%,540,83%,17%,$2.46 ,"$453,180.00 "
16079,ID,"Shoshone County, Idaho",19.70%,"2,530",130%,SNAP,185%,Other Nutrition Program,44.60%,19.10%,36.30%,25.10%,680,65%,35%,$2.63 ,"$1,084,770.00 "
16081,ID,"Teton County, Idaho",13.30%,"1,300",130%,SNAP,185%,Other Nutrition Program,40.20%,28.00%,31.80%,17.30%,490,62%,38%,$2.75 ,"$582,820.00 "
16083,ID,"Twin Falls County, Idaho",15.40%,"11,760",130%,SNAP,185%,Other Nutrition Program,48.60%,23.00%,28.40%,19.90%,4130,73%,27%,$2.41 ,"$4,620,460.00 "
16085,ID,"Valley County, Idaho",19.10%,"1,880",130%,SNAP,185%,Other Nutrition Program,33.40%,23.30%,43.30%,27.90%,550,82%,18%,$2.65 ,"$812,200.00 "
16087,ID,"Washington County, Idaho",15.60%,"1,580",130%,SNAP,185%,Other Nutrition Program,51.90%,26.90%,21.20%,21.20%,520,76%,24%,$2.46 ,"$633,660.00 "
17001,IL,"Adams County, Illinois",10.30%,"6,900",130%,SNAP,185%,Other Nutrition Program,53.40%,19.90%,26.70%,18.40%,2850,72%,29%,$2.35 ,"$2,643,490.00 "
17003,IL,"Alexander County, Illinois",21.60%,"1,800",130%,SNAP,185%,Other Nutrition Program,56.80%,30.30%,12.90%,29.40%,560,73%,27%,$2.43 ,"$713,080.00 "
17005,IL,"Bond County, Illinois",10.90%,"1,940",130%,SNAP,185%,Other Nutrition Program,46.30%,25.60%,28.10%,18.30%,710,86%,14%,$2.44 ,"$771,710.00 "
17007,IL,"Boone County, Illinois",12.30%,"6,670",130%,SNAP,185%,Other Nutrition Program,44.10%,13.30%,42.60%,22.40%,3540,65%,35%,$2.18 ,"$2,370,520.00 "
17009,IL,"Brown County, Illinois",10.50%,720,130%,SNAP,185%,Other Nutrition Program,34.20%,25.90%,39.90%,15.90%,180,81%,20%,$2.32 ,"$272,320.00 "
17011,IL,"Bureau County, Illinois",11.60%,"4,060",130%,SNAP,185%,Other Nutrition Program,46.10%,22.10%,31.80%,21.70%,1760,74%,26%,$2.67 ,"$1,767,250.00 "
17013,IL,"Calhoun County, Illinois",11.70%,600,130%,SNAP,185%,Other Nutrition Program,44.90%,22.60%,32.60%,21.30%,230,74%,26%,$2.54 ,"$248,450.00 "
17015,IL,"Carroll County, Illinois",11.90%,"1,840",130%,SNAP,185%,Other Nutrition Program,46.00%,21.60%,32.30%,23.80%,760,70%,31%,$2.32 ,"$695,930.00 "
17017,IL,"Cass County, Illinois",11.50%,"1,570",130%,SNAP,185%,Other Nutrition Program,55.40%,25.30%,19.30%,21.80%,740,85%,15%,$2.46 ,"$629,640.00 "
17019,IL,"Champaign County, Illinois",16.50%,"32,880",130%,SNAP,185%,Other Nutrition Program,55.70%,14.20%,30.10%,19.20%,7390,71%,29%,$2.60 ,"$13,936,890.00 "
17021,IL,"Christian County, Illinois",12.50%,"4,380",130%,SNAP,185%,Other Nutrition Program,51.10%,19.40%,29.50%,24.00%,1870,74%,27%,$2.63 ,"$1,877,980.00 "
17023,IL,"Clark County, Illinois",12.00%,"1,980",130%,SNAP,185%,Other Nutrition Program,41.10%,26.90%,32.00%,22.10%,840,84%,16%,$2.35 ,"$758,570.00 "
17025,IL,"Clay County, Illinois",13.80%,"1,910",130%,SNAP,185%,Other Nutrition Program,56.00%,24.50%,19.40%,25.40%,820,89%,11%,$2.28 ,"$709,950.00 "
17027,IL,"Clinton County, Illinois",9.40%,"3,540",130%,SNAP,185%,Other Nutrition Program,35.90%,20.70%,43.40%,17.10%,1470,57%,43%,$2.08 ,"$1,200,400.00 "
17029,IL,"Coles County, Illinois",15.40%,"8,270",130%,SNAP,185%,Other Nutrition Program,57.80%,15.50%,26.80%,21.60%,2120,74%,26%,$2.31 ,"$3,114,430.00 "
17031,IL,"Cook County, Illinois",16.60%,"860,670",130%,SNAP,185%,Other Nutrition Program,49.50%,17.50%,33.00%,21.20%,262240,68%,32%,$2.51 ,"$352,185,250.00 "
17033,IL,"Crawford County, Illinois",11.70%,"2,330",130%,SNAP,185%,Other Nutrition Program,53.90%,17.80%,28.30%,23.00%,960,73%,27%,$2.44 ,"$926,840.00 "
17035,IL,"Cumberland County, Illinois",11.80%,"1,310",130%,SNAP,185%,Other Nutrition Program,45.20%,26.90%,28.00%,22.80%,600,73%,27%,$2.31 ,"$493,340.00 "
17037,IL,"DeKalb County, Illinois",13.90%,"14,560",130%,SNAP,185%,Other Nutrition Program,46.70%,14.40%,38.90%,20.00%,4640,60%,40%,$2.62 ,"$6,219,040.00 "
17039,IL,"De Witt County, Illinois",9.90%,"1,640",130%,SNAP,185%,Other Nutrition Program,36.00%,23.40%,40.70%,17.80%,660,55%,45%,$2.51 ,"$671,090.00 "
17041,IL,"Douglas County, Illinois",10.20%,"2,030",130%,SNAP,185%,Other Nutrition Program,50.60%,27.40%,22.10%,19.00%,980,94%,7%,$2.46 ,"$814,130.00 "
17043,IL,"DuPage County, Illinois",9.20%,"84,490",130%,SNAP,185%,Other Nutrition Program,30.50%,14.90%,54.70%,15.80%,35980,48%,52%,$2.63 ,"$36,226,120.00 "
17045,IL,"Edgar County, Illinois",12.60%,"2,350",130%,SNAP,185%,Other Nutrition Program,51.10%,28.30%,20.60%,23.00%,960,90%,10%,$2.44 ,"$934,800.00 "
17047,IL,"Edwards County, Illinois",10.60%,710,130%,SNAP,185%,Other Nutrition Program,52.20%,34.60%,13.20%,18.70%,290,91%,9%,$2.53 ,"$292,850.00 "
17049,IL,"Effingham County, Illinois",9.40%,"3,210",130%,SNAP,185%,Other Nutrition Program,49.30%,22.40%,28.40%,18.20%,1550,68%,33%,$2.21 ,"$1,156,530.00 "
17051,IL,"Fayette County, Illinois",12.90%,"2,850",130%,SNAP,185%,Other Nutrition Program,54.40%,18.90%,26.70%,25.30%,1260,82%,19%,$2.07 ,"$961,780.00 "
17053,IL,"Ford County, Illinois",10.50%,"1,480",130%,SNAP,185%,Other Nutrition Program,39.10%,20.00%,40.90%,18.00%,600,60%,40%,$2.52 ,"$608,030.00 "
17055,IL,"Franklin County, Illinois",14.00%,"5,540",130%,SNAP,185%,Other Nutrition Program,59.10%,25.80%,15.10%,25.90%,2350,93%,7%,$2.58 ,"$2,330,180.00 "
17057,IL,"Fulton County, Illinois",12.60%,"4,660",130%,SNAP,185%,Other Nutrition Program,47.70%,21.40%,30.90%,22.70%,1770,72%,29%,$2.18 ,"$1,656,160.00 "
17059,IL,"Gallatin County, Illinois",12.50%,710,130%,SNAP,185%,Other Nutrition Program,63.80%,20.10%,16.20%,23.20%,280,74%,27%,$2.30 ,"$266,220.00 "
17061,IL,"Greene County, Illinois",11.50%,"1,590",130%,SNAP,185%,Other Nutrition Program,57.60%,23.60%,18.80%,20.50%,650,82%,18%,$2.35 ,"$609,150.00 "
17063,IL,"Grundy County, Illinois",11.80%,"5,820",130%,SNAP,185%,Other Nutrition Program,31.80%,17.20%,51.00%,19.40%,2610,55%,45%,$2.26 ,"$2,144,330.00 "
17065,IL,"Hamilton County, Illinois",9.70%,820,130%,SNAP,185%,Other Nutrition Program,50.50%,29.40%,20.10%,16.90%,330,69%,31%,$2.34 ,"$312,820.00 "
17067,IL,"Hancock County, Illinois",11.50%,"2,190",130%,SNAP,185%,Other Nutrition Program,49.50%,22.40%,28.10%,20.60%,860,78%,22%,$2.27 ,"$810,460.00 "
17069,IL,"Hardin County, Illinois",15.10%,660,130%,SNAP,185%,Other Nutrition Program,63.90%,18.30%,17.80%,28.90%,270,82%,18%,$2.27 ,"$244,250.00 "
17071,IL,"Henderson County, Illinois",9.90%,730,130%,SNAP,185%,Other Nutrition Program,45.00%,23.20%,31.80%,19.50%,290,64%,36%,$2.24 ,"$266,580.00 "
17073,IL,"Henry County, Illinois",9.70%,"4,900",130%,SNAP,185%,Other Nutrition Program,44.60%,21.90%,33.50%,19.00%,2310,70%,30%,$2.03 ,"$1,621,630.00 "
17075,IL,"Iroquois County, Illinois",11.00%,"3,290",130%,SNAP,185%,Other Nutrition Program,45.10%,25.00%,29.90%,20.70%,1460,73%,27%,$2.32 ,"$1,244,360.00 "
17077,IL,"Jackson County, Illinois",17.90%,"10,730",130%,SNAP,185%,Other Nutrition Program,64.80%,13.80%,21.40%,23.10%,2420,70%,30%,$2.76 ,"$4,828,030.00 "
17079,IL,"Jasper County, Illinois",9.10%,880,130%,SNAP,185%,Other Nutrition Program,45.90%,38.60%,15.60%,18.10%,400,89%,11%,$2.35 ,"$337,140.00 "
17081,IL,"Jefferson County, Illinois",13.10%,"5,130",130%,SNAP,185%,Other Nutrition Program,52.70%,17.80%,29.50%,22.10%,1900,76%,24%,$2.27 ,"$1,898,470.00 "
17083,IL,"Jersey County, Illinois",10.20%,"2,340",130%,SNAP,185%,Other Nutrition Program,40.40%,21.30%,38.30%,17.40%,910,71%,29%,$2.54 ,"$968,970.00 "
17085,IL,"Jo Daviess County, Illinois",9.30%,"2,120",130%,SNAP,185%,Other Nutrition Program,41.10%,28.30%,30.50%,17.70%,830,71%,29%,$2.80 ,"$967,730.00 "
17087,IL,"Johnson County, Illinois",12.40%,"1,570",130%,SNAP,185%,Other Nutrition Program,37.90%,17.30%,44.80%,19.80%,480,62%,38%,$2.43 ,"$621,970.00 "
17089,IL,"Kane County, Illinois",10.80%,"54,900",130%,SNAP,185%,Other Nutrition Program,43.80%,16.30%,39.90%,20.50%,30440,65%,36%,$2.45 ,"$21,928,010.00 "
17091,IL,"Kankakee County, Illinois",15.90%,"17,920",130%,SNAP,185%,Other Nutrition Program,46.70%,19.10%,34.30%,22.60%,6530,71%,29%,$2.51 ,"$7,332,840.00 "
17093,IL,"Kendall County, Illinois",8.00%,"8,810",130%,SNAP,185%,Other Nutrition Program,26.60%,13.20%,60.20%,14.80%,5130,42%,58%,$2.32 ,"$3,332,150.00 "
17095,IL,"Knox County, Illinois",13.70%,"7,230",130%,SNAP,185%,Other Nutrition Program,51.60%,20.30%,28.10%,23.70%,2580,73%,27%,$2.39 ,"$2,817,070.00 "
17097,IL,"Lake County, Illinois",10.40%,"72,750",130%,SNAP,185%,Other Nutrition Program,36.10%,13.60%,50.30%,18.10%,34910,54%,46%,$2.70 ,"$32,022,670.00 "
17099,IL,"LaSalle County, Illinois",12.20%,"13,920",130%,SNAP,185%,Other Nutrition Program,41.30%,19.00%,39.70%,21.50%,5680,66%,34%,$2.34 ,"$5,310,260.00 "
17101,IL,"Lawrence County, Illinois",14.00%,"2,350",130%,SNAP,185%,Other Nutrition Program,41.00%,23.60%,35.40%,23.00%,760,80%,20%,$2.50 ,"$957,790.00 "
17103,IL,"Lee County, Illinois",11.70%,"4,220",130%,SNAP,185%,Other Nutrition Program,41.30%,23.20%,35.50%,19.80%,1560,69%,32%,$2.20 ,"$1,513,550.00 "
17105,IL,"Livingston County, Illinois",11.30%,"4,390",130%,SNAP,185%,Other Nutrition Program,41.90%,17.30%,40.70%,19.80%,1700,75%,25%,$2.12 ,"$1,517,260.00 "
17107,IL,"Logan County, Illinois",11.80%,"3,590",130%,SNAP,185%,Other Nutrition Program,36.70%,14.60%,48.80%,19.40%,1180,58%,42%,$2.21 ,"$1,293,440.00 "
17109,IL,"McDonough County, Illinois",14.80%,"4,840",130%,SNAP,185%,Other Nutrition Program,56.90%,14.70%,28.30%,20.50%,1050,81%,19%,$2.30 ,"$1,814,820.00 "
17111,IL,"McHenry County, Illinois",9.10%,"27,920",130%,SNAP,185%,Other Nutrition Program,31.50%,13.90%,54.60%,17.50%,14820,47%,53%,$2.55 ,"$11,606,900.00 "
17113,IL,"McLean County, Illinois",11.80%,"19,920",130%,SNAP,185%,Other Nutrition Program,45.00%,13.40%,41.60%,15.80%,6020,59%,41%,$2.58 ,"$8,378,570.00 "
17115,IL,"Macon County, Illinois",15.20%,"16,780",130%,SNAP,185%,Other Nutrition Program,45.30%,20.60%,34.10%,21.40%,5410,72%,28%,$2.37 ,"$6,483,370.00 "
17117,IL,"Macoupin County, Illinois",11.60%,"5,540",130%,SNAP,185%,Other Nutrition Program,46.00%,20.90%,33.10%,21.60%,2370,69%,31%,$2.67 ,"$2,411,470.00 "
17119,IL,"Madison County, Illinois",12.40%,"33,250",130%,SNAP,185%,Other Nutrition Program,45.90%,16.90%,37.20%,19.80%,12220,67%,34%,$2.57 ,"$13,931,100.00 "
17121,IL,"Marion County, Illinois",14.00%,"5,530",130%,SNAP,185%,Other Nutrition Program,53.70%,26.60%,19.70%,25.20%,2370,84%,17%,$2.51 ,"$2,262,870.00 "
17123,IL,"Marshall County, Illinois",9.60%,"1,220",130%,SNAP,185%,Other Nutrition Program,42.10%,26.20%,31.70%,18.30%,510,73%,28%,$2.45 ,"$487,290.00 "
17125,IL,"Mason County, Illinois",12.60%,"1,860",130%,SNAP,185%,Other Nutrition Program,51.40%,23.40%,25.20%,23.60%,770,78%,22%,$2.46 ,"$745,950.00 "
17127,IL,"Massac County, Illinois",12.50%,"1,930",130%,SNAP,185%,Other Nutrition Program,56.70%,16.80%,26.50%,22.10%,780,73%,27%,$2.40 ,"$755,140.00 "
17129,IL,"Menard County, Illinois",8.70%,"1,110",130%,SNAP,185%,Other Nutrition Program,38.00%,22.90%,39.10%,16.70%,500,68%,32%,$2.45 ,"$443,350.00 "
17131,IL,"Mercer County, Illinois",10.10%,"1,670",130%,SNAP,185%,Other Nutrition Program,41.20%,22.10%,36.80%,20.30%,760,66%,34%,$2.43 ,"$661,580.00 "
17133,IL,"Monroe County, Illinois",8.10%,"2,650",130%,SNAP,185%,Other Nutrition Program,27.50%,17.30%,55.10%,15.50%,1260,39%,61%,$2.83 ,"$1,222,620.00 "
17135,IL,"Montgomery County, Illinois",14.40%,"4,350",130%,SNAP,185%,Other Nutrition Program,39.70%,19.40%,40.90%,25.30%,1620,69%,31%,$2.16 ,"$1,531,810.00 "
17137,IL,"Morgan County, Illinois",13.10%,"4,670",130%,SNAP,185%,Other Nutrition Program,49.50%,17.10%,33.40%,22.20%,1690,75%,25%,$2.21 ,"$1,682,560.00 "
17139,IL,"Moultrie County, Illinois",9.70%,"1,440",130%,SNAP,185%,Other Nutrition Program,45.20%,29.40%,25.40%,20.00%,740,76%,24%,$2.36 ,"$554,030.00 "
17141,IL,"Ogle County, Illinois",12.60%,"6,770",130%,SNAP,185%,Other Nutrition Program,37.90%,15.50%,46.60%,22.40%,3000,59%,42%,$2.07 ,"$2,284,650.00 "
17143,IL,"Peoria County, Illinois",15.00%,"27,810",130%,SNAP,185%,Other Nutrition Program,46.50%,18.70%,34.80%,19.60%,8820,70%,30%,$2.50 ,"$11,334,480.00 "
17145,IL,"Perry County, Illinois",13.90%,"3,120",130%,SNAP,185%,Other Nutrition Program,48.40%,18.30%,33.30%,24.40%,1130,78%,22%,$2.50 ,"$1,271,610.00 "
17147,IL,"Piatt County, Illinois",8.60%,"1,440",130%,SNAP,185%,Other Nutrition Program,35.00%,20.10%,44.90%,16.60%,660,61%,39%,$2.51 ,"$589,250.00 "
17149,IL,"Pike County, Illinois",11.30%,"1,870",130%,SNAP,185%,Other Nutrition Program,56.30%,24.80%,19.00%,22.10%,860,82%,18%,$2.29 ,"$698,130.00 "
17151,IL,"Pope County, Illinois",12.50%,550,130%,SNAP,185%,Other Nutrition Program,47.80%,21.70%,30.60%,20.80%,160,67%,33%,$2.35 ,"$210,710.00 "
17153,IL,"Pulaski County, Illinois",18.20%,"1,120",130%,SNAP,185%,Other Nutrition Program,58.80%,34.40%,6.70%,20.90%,300,90%,10%,$2.41 ,"$440,040.00 "
17155,IL,"Putnam County, Illinois",11.90%,710,130%,SNAP,185%,Other Nutrition Program,42.70%,20.70%,36.60%,24.20%,320,78%,23%,$2.37 ,"$274,330.00 "
17157,IL,"Randolph County, Illinois",11.80%,"3,970",130%,SNAP,185%,Other Nutrition Program,41.20%,23.40%,35.40%,19.50%,1320,76%,24%,$2.12 ,"$1,372,100.00 "
17159,IL,"Richland County, Illinois",11.70%,"1,900",130%,SNAP,185%,Other Nutrition Program,51.90%,23.10%,25.10%,20.90%,750,72%,28%,$2.50 ,"$774,380.00 "
17161,IL,"Rock Island County, Illinois",12.00%,"17,650",130%,SNAP,185%,Other Nutrition Program,49.80%,21.60%,28.60%,19.80%,6590,75%,26%,$2.60 ,"$7,481,330.00 "
17163,IL,"St. Clair County, Illinois",17.10%,"45,860",130%,SNAP,185%,Other Nutrition Program,47.30%,19.30%,33.40%,20.00%,13670,69%,31%,$2.50 ,"$18,691,100.00 "
17165,IL,"Saline County, Illinois",13.10%,"3,280",130%,SNAP,185%,Other Nutrition Program,62.40%,23.50%,14.10%,23.30%,1360,81%,19%,$2.19 ,"$1,171,060.00 "
17167,IL,"Sangamon County, Illinois",12.40%,"24,380",130%,SNAP,185%,Other Nutrition Program,47.20%,18.10%,34.80%,18.30%,8550,68%,32%,$2.53 ,"$10,055,760.00 "
17169,IL,"Schuyler County, Illinois",10.50%,790,130%,SNAP,185%,Other Nutrition Program,51.70%,25.30%,23.00%,19.30%,330,64%,36%,$2.29 ,"$294,930.00 "
17171,IL,"Scott County, Illinois",10.60%,570,130%,SNAP,185%,Other Nutrition Program,37.60%,27.30%,35.10%,18.60%,240,63%,37%,$2.27 ,"$210,940.00 "
17173,IL,"Shelby County, Illinois",10.70%,"2,390",130%,SNAP,185%,Other Nutrition Program,47.00%,28.40%,24.60%,20.20%,1020,81%,19%,$2.56 ,"$997,470.00 "
17175,IL,"Stark County, Illinois",11.10%,670,130%,SNAP,185%,Other Nutrition Program,48.60%,25.00%,26.40%,21.80%,320,81%,19%,$2.43 ,"$265,430.00 "
17177,IL,"Stephenson County, Illinois",13.90%,"6,630",130%,SNAP,185%,Other Nutrition Program,47.40%,21.00%,31.60%,22.60%,2450,76%,24%,$2.41 ,"$2,604,900.00 "
17179,IL,"Tazewell County, Illinois",9.80%,"13,140",130%,SNAP,185%,Other Nutrition Program,36.70%,20.60%,42.70%,17.80%,5660,61%,39%,$2.52 ,"$5,398,300.00 "
17181,IL,"Union County, Illinois",14.90%,"2,660",130%,SNAP,185%,Other Nutrition Program,60.00%,19.00%,21.00%,25.50%,1020,79%,21%,$2.48 ,"$1,075,460.00 "
17183,IL,"Vermilion County, Illinois",15.50%,"12,680",130%,SNAP,185%,Other Nutrition Program,52.70%,22.50%,24.80%,24.40%,4900,77%,23%,$2.22 ,"$4,589,160.00 "
17185,IL,"Wabash County, Illinois",11.10%,"1,330",130%,SNAP,185%,Other Nutrition Program,47.40%,24.90%,27.70%,18.70%,510,70%,30%,$2.53 ,"$548,570.00 "
17187,IL,"Warren County, Illinois",11.20%,"1,990",130%,SNAP,185%,Other Nutrition Program,63.00%,19.70%,17.30%,20.50%,810,96%,4%,$2.32 ,"$752,670.00 "
17189,IL,"Washington County, Illinois",8.80%,"1,290",130%,SNAP,185%,Other Nutrition Program,40.10%,26.90%,33.00%,17.60%,580,66%,34%,$2.37 ,"$498,420.00 "
17191,IL,"Wayne County, Illinois",11.30%,"1,900",130%,SNAP,185%,Other Nutrition Program,56.10%,32.50%,11.40%,20.30%,760,97%,3%,$2.41 ,"$746,500.00 "
17193,IL,"White County, Illinois",10.90%,"1,610",130%,SNAP,185%,Other Nutrition Program,57.10%,26.20%,16.80%,22.90%,710,87%,13%,$2.50 ,"$656,190.00 "
17195,IL,"Whiteside County, Illinois",11.50%,"6,760",130%,SNAP,185%,Other Nutrition Program,44.60%,27.10%,28.30%,22.80%,3140,77%,23%,$2.32 ,"$2,556,790.00 "
17197,IL,"Will County, Illinois",10.40%,"70,360",130%,SNAP,185%,Other Nutrition Program,31.00%,14.30%,54.80%,16.70%,32900,50%,50%,$2.53 ,"$29,020,650.00 "
17199,IL,"Williamson County, Illinois",12.90%,"8,530",130%,SNAP,185%,Other Nutrition Program,54.30%,20.70%,25.00%,22.90%,3360,75%,25%,$2.36 ,"$3,281,870.00 "
17201,IL,"Winnebago County, Illinois",16.30%,"48,010",130%,SNAP,185%,Other Nutrition Program,49.70%,17.10%,33.20%,24.90%,18420,72%,28%,$2.37 ,"$18,549,870.00 "
17203,IL,"Woodford County, Illinois",8.00%,"3,060",130%,SNAP,185%,Other Nutrition Program,37.50%,18.50%,44.00%,16.10%,1600,62%,38%,$2.87 ,"$1,431,740.00 "
18001,IN,"Adams County, Indiana",13.10%,"4,490",130%,SNAP,185%,Other Nutrition Program,58.20%,24.20%,17.50%,22.30%,2360,93%,7%,$2.47 ,"$1,808,020.00 "
18003,IN,"Allen County, Indiana",15.30%,"53,970",130%,SNAP,185%,Other Nutrition Program,47.90%,16.50%,35.60%,19.50%,18620,69%,31%,$2.48 ,"$21,820,510.00 "
18005,IN,"Bartholomew County, Indiana",12.40%,"9,520",130%,SNAP,185%,Other Nutrition Program,44.70%,17.10%,38.20%,19.80%,3840,64%,37%,$2.40 ,"$3,724,850.00 "
18007,IN,"Benton County, Indiana",12.90%,"1,140",130%,SNAP,185%,Other Nutrition Program,46.60%,22.30%,31.10%,18.90%,430,69%,31%,$2.42 ,"$449,760.00 "
18009,IN,"Blackford County, Indiana",15.30%,"1,960",130%,SNAP,185%,Other Nutrition Program,54.50%,17.30%,28.20%,24.50%,730,73%,27%,$2.32 ,"$741,320.00 "
