FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall 
18127,IN,"Porter County, Indiana",12.40%,"20,050",130.00%,SNAP,185.00%,Other Nutrition Program,36.60%,15.00%,48.40%,18.90%,"7,360",48%,52%,$2.25 ,"$7,765,200 "
18129,IN,"Posey County, Indiana",11.60%,"3,020",130.00%,SNAP,185.00%,Other Nutrition Program,33.40%,16.70%,49.90%,17.90%,"1,120",52%,48%,$2.63 ,"$1,367,160 "
18131,IN,"Pulaski County, Indiana",14.80%,"2,010",130.00%,SNAP,185.00%,Other Nutrition Program,51.20%,21.30%,27.60%,25.10%,850,67%,33%,$2.47 ,"$854,570 "
18133,IN,"Putnam County, Indiana",14.70%,"5,590",130.00%,SNAP,185.00%,Other Nutrition Program,32.50%,18.50%,49.00%,20.70%,"1,630",62%,39%,$2.17 ,"$2,087,980 "
18135,IN,"Randolph County, Indiana",15.40%,"4,060",130.00%,SNAP,185.00%,Other Nutrition Program,47.20%,32.40%,20.40%,24.40%,"1,560",77%,23%,$2.12 ,"$1,481,550 "
18137,IN,"Ripley County, Indiana",14.20%,"4,070",130.00%,SNAP,185.00%,Other Nutrition Program,37.00%,25.60%,37.40%,21.60%,"1,610",59%,41%,$2.61 ,"$1,828,480 "
18139,IN,"Rush County, Indiana",14.50%,"2,550",130.00%,SNAP,185.00%,Other Nutrition Program,41.10%,21.00%,38.00%,21.90%,980,57%,43%,$2.30 ,"$1,009,540 "
18141,IN,"St. Joseph County, Indiana",16.80%,"44,790",130.00%,SNAP,185.00%,Other Nutrition Program,42.00%,17.80%,40.20%,22.50%,"14,640",67%,33%,$2.28 ,"$17,578,080 "
18143,IN,"Scott County, Indiana",16.80%,"4,040",130.00%,SNAP,185.00%,Other Nutrition Program,48.30%,27.20%,24.50%,25.50%,"1,470",76%,24%,$2.37 ,"$1,648,110 "
18145,IN,"Shelby County, Indiana",13.40%,"5,910",130.00%,SNAP,185.00%,Other Nutrition Program,35.90%,18.60%,45.40%,20.60%,"2,230",50%,50%,$2.17 ,"$2,207,510 "
18147,IN,"Spencer County, Indiana",13.30%,"2,780",130.00%,SNAP,185.00%,Other Nutrition Program,41.20%,18.40%,40.40%,21.20%,"1,050",57%,43%,$2.61 ,"$1,248,940 "
18149,IN,"Starke County, Indiana",16.90%,"3,950",130.00%,SNAP,185.00%,Other Nutrition Program,50.10%,34.00%,15.80%,26.90%,"1,530",80%,20%,$2.61 ,"$1,774,570 "
18151,IN,"Steuben County, Indiana",15.30%,"5,210",130.00%,SNAP,185.00%,Other Nutrition Program,35.70%,21.00%,43.20%,23.30%,"1,780",58%,43%,$2.20 ,"$1,972,950 "
18153,IN,"Sullivan County, Indiana",14.90%,"3,200",130.00%,SNAP,185.00%,Other Nutrition Program,39.60%,21.40%,39.00%,20.60%,930,64%,36%,$2.41 ,"$1,327,460 "
18155,IN,"Switzerland County, Indiana",13.20%,"1,370",130.00%,SNAP,185.00%,Other Nutrition Program,43.80%,19.50%,36.70%,20.80%,530,58%,43%,$2.59 ,"$610,770 "
18157,IN,"Tippecanoe County, Indiana",15.50%,"26,200",130.00%,SNAP,185.00%,Other Nutrition Program,51.00%,15.50%,33.50%,20.90%,"7,190",63%,38%,$2.30 ,"$10,372,530 "
18159,IN,"Tipton County, Indiana",13.40%,"2,160",130.00%,SNAP,185.00%,Other Nutrition Program,28.60%,19.10%,52.20%,19.50%,690,51%,49%,$2.47 ,"$918,350 "
18161,IN,"Union County, Indiana",14.20%,"1,060",130.00%,SNAP,185.00%,Other Nutrition Program,42.10%,27.00%,30.90%,23.40%,440,58%,42%,$2.62 ,"$478,040 "
18163,IN,"Vanderburgh County, Indiana",15.10%,"26,840",130.00%,SNAP,185.00%,Other Nutrition Program,48.10%,15.00%,36.90%,20.70%,"8,130",66%,34%,$2.35 ,"$10,856,900 "
18165,IN,"Vermillion County, Indiana",16.60%,"2,720",130.00%,SNAP,185.00%,Other Nutrition Program,46.60%,24.00%,29.40%,25.50%,970,66%,34%,$2.43 ,"$1,137,710 "
18167,IN,"Vigo County, Indiana",17.50%,"18,730",130.00%,SNAP,185.00%,Other Nutrition Program,50.10%,14.60%,35.30%,25.40%,"5,750",68%,32%,$2.23 ,"$7,189,490 "
18169,IN,"Wabash County, Indiana",14.70%,"4,890",130.00%,SNAP,185.00%,Other Nutrition Program,39.70%,21.20%,39.20%,22.00%,"1,640",62%,38%,$2.31 ,"$1,944,360 "
18171,IN,"Warren County, Indiana",12.80%,"1,100",130.00%,SNAP,185.00%,Other Nutrition Program,43.80%,22.30%,33.80%,20.20%,420,64%,36%,$2.43 ,"$460,100 "
18173,IN,"Warrick County, Indiana",10.90%,"6,370",130.00%,SNAP,185.00%,Other Nutrition Program,27.90%,16.80%,55.30%,16.00%,"2,360",38%,62%,$2.49 ,"$2,730,200 "
18175,IN,"Washington County, Indiana",15.70%,"4,430",130.00%,SNAP,185.00%,Other Nutrition Program,52.00%,23.90%,24.10%,24.60%,"1,740",75%,25%,$2.82 ,"$2,150,350 "
18177,IN,"Wayne County, Indiana",17.20%,"11,910",130.00%,SNAP,185.00%,Other Nutrition Program,45.50%,19.10%,35.40%,25.80%,"4,030",65%,35%,$2.22 ,"$4,551,140 "
18179,IN,"Wells County, Indiana",12.80%,"3,540",130.00%,SNAP,185.00%,Other Nutrition Program,34.60%,20.30%,45.10%,19.20%,"1,310",56%,44%,$2.30 ,"$1,401,480 "
18181,IN,"White County, Indiana",13.60%,"3,370",130.00%,SNAP,185.00%,Other Nutrition Program,43.20%,28.10%,28.70%,21.30%,"1,230",73%,27%,$2.32 ,"$1,345,780 "
18183,IN,"Whitley County, Indiana",13.00%,"4,280",130.00%,SNAP,185.00%,Other Nutrition Program,27.90%,22.30%,49.80%,18.60%,"1,480",44%,56%,$2.18 ,"$1,606,040 "
19001,IA,"Adair County, Iowa",11.90%,920,160.00%,SNAP,185.00%,Other Nutrition Program,47.70%,11.30%,41.00%,17.70%,310,51%,49%,$2.65 ,"$419,650 "
19003,IA,"Adams County, Iowa",12.20%,500,160.00%,SNAP,185.00%,Other Nutrition Program,54.10%,10.40%,35.50%,16.30%,130,41%,59%,$2.45 ,"$210,860 "
19005,IA,"Allamakee County, Iowa",13.70%,"1,970",160.00%,SNAP,185.00%,Other Nutrition Program,52.70%,13.10%,34.20%,21.60%,730,62%,38%,$2.35 ,"$796,870 "
19007,IA,"Appanoose County, Iowa",14.80%,"1,930",160.00%,SNAP,185.00%,Other Nutrition Program,65.30%,14.70%,20.00%,22.10%,660,73%,27%,$2.04 ,"$677,710 "
19009,IA,"Audubon County, Iowa",12.40%,770,160.00%,SNAP,185.00%,Other Nutrition Program,54.90%,6.70%,38.50%,19.20%,260,57%,43%,$2.22 ,"$294,240 "
19011,IA,"Benton County, Iowa",11.60%,"3,040",160.00%,SNAP,185.00%,Other Nutrition Program,36.90%,9.10%,54.00%,17.30%,"1,150",44%,57%,$2.40 ,"$1,255,860 "
19013,IA,"Black Hawk County, Iowa",14.70%,"19,050",160.00%,SNAP,185.00%,Other Nutrition Program,52.20%,8.00%,39.80%,19.60%,"5,430",65%,35%,$2.28 ,"$7,476,280 "
19015,IA,"Boone County, Iowa",12.00%,"3,180",160.00%,SNAP,185.00%,Other Nutrition Program,46.60%,10.40%,42.90%,18.00%,"1,100",58%,42%,$2.44 ,"$1,335,590 "
19017,IA,"Bremer County, Iowa",11.00%,"2,650",160.00%,SNAP,185.00%,Other Nutrition Program,38.50%,7.40%,54.00%,15.30%,830,40%,60%,$2.40 ,"$1,094,740 "
19019,IA,"Buchanan County, Iowa",12.20%,"2,580",160.00%,SNAP,185.00%,Other Nutrition Program,49.10%,10.30%,40.60%,18.20%,970,67%,34%,$2.36 ,"$1,048,060 "
19021,IA,"Buena Vista County, Iowa",11.20%,"2,240",160.00%,SNAP,185.00%,Other Nutrition Program,55.80%,15.90%,28.30%,19.70%,940,64%,36%,$2.37 ,"$913,800 "
19023,IA,"Butler County, Iowa",12.20%,"1,810",160.00%,SNAP,185.00%,Other Nutrition Program,46.60%,9.80%,43.60%,18.80%,640,60%,40%,$2.55 ,"$794,460 "
19025,IA,"Calhoun County, Iowa",12.00%,"1,180",160.00%,SNAP,185.00%,Other Nutrition Program,44.80%,7.70%,47.60%,18.20%,360,44%,56%,$2.77 ,"$562,620 "
19027,IA,"Carroll County, Iowa",11.20%,"2,330",160.00%,SNAP,185.00%,Other Nutrition Program,48.00%,7.70%,44.30%,18.00%,910,50%,51%,$2.41 ,"$966,560 "
19029,IA,"Cass County, Iowa",13.40%,"1,870",160.00%,SNAP,185.00%,Other Nutrition Program,54.70%,9.60%,35.80%,21.50%,670,67%,33%,$2.36 ,"$759,640 "
19031,IA,"Cedar County, Iowa",10.80%,"2,000",160.00%,SNAP,185.00%,Other Nutrition Program,39.70%,8.10%,52.30%,16.70%,730,44%,56%,$2.45 ,"$843,440 "
19033,IA,"Cerro Gordo County, Iowa",13.30%,"5,880",160.00%,SNAP,185.00%,Other Nutrition Program,46.90%,10.80%,42.20%,20.90%,"1,990",57%,43%,$2.31 ,"$2,338,000 "
19035,IA,"Cherokee County, Iowa",10.10%,"1,220",160.00%,SNAP,185.00%,Other Nutrition Program,47.10%,11.80%,41.10%,15.20%,380,52%,48%,$2.48 ,"$520,800 "
19037,IA,"Chickasaw County, Iowa",12.90%,"1,610",160.00%,SNAP,185.00%,Other Nutrition Program,56.40%,17.10%,26.50%,18.70%,550,75%,25%,$2.31 ,"$640,170 "
19039,IA,"Clarke County, Iowa",13.60%,"1,260",160.00%,SNAP,185.00%,Other Nutrition Program,46.80%,7.40%,45.80%,19.00%,420,45%,55%,$2.32 ,"$503,170 "
19041,IA,"Clay County, Iowa",12.30%,"2,050",160.00%,SNAP,185.00%,Other Nutrition Program,48.30%,9.10%,42.60%,19.30%,730,55%,45%,$2.41 ,"$850,410 "
19043,IA,"Clayton County, Iowa",13.50%,"2,460",160.00%,SNAP,185.00%,Other Nutrition Program,47.70%,10.60%,41.60%,21.10%,870,57%,44%,$2.54 ,"$1,075,530 "
19045,IA,"Clinton County, Iowa",13.20%,"6,500",160.00%,SNAP,185.00%,Other Nutrition Program,47.40%,10.40%,42.30%,20.30%,"2,370",59%,41%,$2.24 ,"$2,506,210 "
19047,IA,"Crawford County, Iowa",10.30%,"1,740",160.00%,SNAP,185.00%,Other Nutrition Program,58.60%,13.60%,27.90%,17.60%,780,56%,45%,$2.38 ,"$712,820 "
19049,IA,"Dallas County, Iowa",10.30%,"6,340",160.00%,SNAP,185.00%,Other Nutrition Program,33.70%,6.90%,59.50%,15.50%,"2,710",34%,66%,$2.63 ,"$2,870,120 "
19051,IA,"Davis County, Iowa",13.30%,"1,160",160.00%,SNAP,185.00%,Other Nutrition Program,56.20%,14.10%,29.70%,19.10%,470,76%,24%,$2.42 ,"$483,200 "
19053,IA,"Decatur County, Iowa",14.40%,"1,220",160.00%,SNAP,185.00%,Other Nutrition Program,58.50%,12.40%,29.10%,19.40%,360,77%,23%,$2.30 ,"$483,000 "
19055,IA,"Delaware County, Iowa",11.80%,"2,110",160.00%,SNAP,185.00%,Other Nutrition Program,47.50%,13.00%,39.60%,17.40%,770,53%,47%,$2.41 ,"$875,300 "
19057,IA,"Des Moines County, Iowa",14.60%,"5,900",160.00%,SNAP,185.00%,Other Nutrition Program,54.60%,10.30%,35.10%,21.20%,"1,900",70%,31%,$2.26 ,"$2,295,180 "
19059,IA,"Dickinson County, Iowa",12.20%,"2,040",160.00%,SNAP,185.00%,Other Nutrition Program,39.50%,9.10%,51.40%,17.60%,540,45%,55%,$2.42 ,"$849,770 "
19061,IA,"Dubuque County, Iowa",12.00%,"11,110",160.00%,SNAP,185.00%,Other Nutrition Program,43.20%,10.10%,46.70%,17.50%,"3,840",53%,47%,$2.30 ,"$4,398,430 "
19063,IA,"Emmet County, Iowa",13.30%,"1,380",160.00%,SNAP,185.00%,Other Nutrition Program,45.80%,12.40%,41.80%,21.50%,470,50%,50%,$2.47 ,"$586,720 "
19065,IA,"Fayette County, Iowa",14.10%,"2,960",160.00%,SNAP,185.00%,Other Nutrition Program,52.50%,13.60%,33.90%,21.10%,990,67%,33%,$2.43 ,"$1,238,090 "
19067,IA,"Floyd County, Iowa",14.20%,"2,330",160.00%,SNAP,185.00%,Other Nutrition Program,52.60%,12.20%,35.20%,21.80%,860,61%,39%,$2.54 ,"$1,018,700 "
19069,IA,"Franklin County, Iowa",12.10%,"1,300",160.00%,SNAP,185.00%,Other Nutrition Program,46.50%,9.40%,44.10%,20.60%,510,56%,44%,$2.54 ,"$568,370 "
19071,IA,"Fremont County, Iowa",12.00%,900,160.00%,SNAP,185.00%,Other Nutrition Program,42.90%,9.20%,47.90%,17.80%,300,45%,55%,$2.36 ,"$365,600 "
19073,IA,"Greene County, Iowa",11.80%,"1,110",160.00%,SNAP,185.00%,Other Nutrition Program,55.80%,14.80%,29.40%,16.80%,370,71%,29%,$2.46 ,"$470,020 "
19075,IA,"Grundy County, Iowa",11.30%,"1,400",160.00%,SNAP,185.00%,Other Nutrition Program,31.30%,10.40%,58.20%,17.70%,520,37%,63%,$2.80 ,"$674,750 "
19077,IA,"Guthrie County, Iowa",11.90%,"1,320",160.00%,SNAP,185.00%,Other Nutrition Program,41.60%,10.30%,48.10%,17.80%,460,48%,52%,$2.65 ,"$602,110 "
19079,IA,"Hamilton County, Iowa",13.20%,"2,090",160.00%,SNAP,185.00%,Other Nutrition Program,49.10%,12.50%,38.40%,19.70%,710,63%,37%,$2.61 ,"$938,950 "
19081,IA,"Hancock County, Iowa",13.10%,"1,500",160.00%,SNAP,185.00%,Other Nutrition Program,49.10%,14.10%,36.80%,20.80%,560,59%,41%,$2.56 ,"$660,980 "
19083,IA,"Hardin County, Iowa",12.60%,"2,240",160.00%,SNAP,185.00%,Other Nutrition Program,49.30%,10.70%,40.00%,18.90%,710,64%,36%,$2.43 ,"$936,940 "
19085,IA,"Harrison County, Iowa",11.50%,"1,730",160.00%,SNAP,185.00%,Other Nutrition Program,44.00%,7.20%,48.90%,17.60%,640,46%,54%,$2.37 ,"$705,750 "
19087,IA,"Henry County, Iowa",15.10%,"3,050",160.00%,SNAP,185.00%,Other Nutrition Program,53.00%,9.00%,38.00%,22.80%,"1,120",60%,40%,$2.15 ,"$1,128,740 "
19089,IA,"Howard County, Iowa",13.00%,"1,250",160.00%,SNAP,185.00%,Other Nutrition Program,39.40%,12.10%,48.60%,19.30%,440,40%,60%,$2.41 ,"$518,540 "
19091,IA,"Humboldt County, Iowa",11.50%,"1,140",160.00%,SNAP,185.00%,Other Nutrition Program,51.60%,9.00%,39.40%,18.40%,410,57%,43%,$2.46 ,"$482,720 "
19093,IA,"Ida County, Iowa",11.70%,840,160.00%,SNAP,185.00%,Other Nutrition Program,51.50%,11.90%,36.60%,18.30%,300,62%,38%,$2.32 ,"$335,450 "
19095,IA,"Iowa County, Iowa",12.00%,"1,970",160.00%,SNAP,185.00%,Other Nutrition Program,38.60%,6.20%,55.20%,17.90%,720,41%,59%,$2.75 ,"$932,510 "
19097,IA,"Jackson County, Iowa",13.10%,"2,600",160.00%,SNAP,185.00%,Other Nutrition Program,47.40%,9.10%,43.40%,19.10%,890,55%,45%,$2.12 ,"$948,780 "
19099,IA,"Jasper County, Iowa",14.30%,"5,300",160.00%,SNAP,185.00%,Other Nutrition Program,44.80%,8.00%,47.20%,21.20%,"1,760",53%,48%,$2.37 ,"$2,162,120 "
19101,IA,"Jefferson County, Iowa",14.70%,"2,450",160.00%,SNAP,185.00%,Other Nutrition Program,48.70%,5.80%,45.60%,21.50%,690,43%,57%,$2.49 ,"$1,050,080 "
19103,IA,"Johnson County, Iowa",13.30%,"16,920",160.00%,SNAP,185.00%,Other Nutrition Program,50.30%,5.10%,44.70%,15.60%,"3,840",46%,54%,$2.66 ,"$7,747,070 "
19105,IA,"Jones County, Iowa",12.20%,"2,530",160.00%,SNAP,185.00%,Other Nutrition Program,45.00%,8.60%,46.40%,17.90%,820,55%,45%,$2.35 ,"$1,023,400 "
19107,IA,"Keokuk County, Iowa",12.80%,"1,350",160.00%,SNAP,185.00%,Other Nutrition Program,49.50%,10.80%,39.70%,18.20%,460,55%,45%,$2.64 ,"$613,470 "
19109,IA,"Kossuth County, Iowa",11.00%,"1,730",160.00%,SNAP,185.00%,Other Nutrition Program,41.10%,10.50%,48.40%,16.10%,580,44%,56%,$2.55 ,"$759,350 "
19111,IA,"Lee County, Iowa",15.70%,"5,670",160.00%,SNAP,185.00%,Other Nutrition Program,50.10%,13.00%,36.90%,24.00%,"1,800",70%,30%,$2.09 ,"$2,039,790 "
19113,IA,"Linn County, Iowa",12.30%,"25,520",160.00%,SNAP,185.00%,Other Nutrition Program,40.20%,7.80%,52.00%,16.70%,"8,400",47%,53%,$2.34 ,"$10,279,030 "
19115,IA,"Louisa County, Iowa",12.70%,"1,480",160.00%,SNAP,185.00%,Other Nutrition Program,61.80%,17.60%,20.60%,22.00%,700,74%,26%,$2.61 ,"$664,900 "
19117,IA,"Lucas County, Iowa",13.50%,"1,230",160.00%,SNAP,185.00%,Other Nutrition Program,58.30%,10.80%,30.90%,19.50%,430,66%,34%,$2.22 ,"$470,020 "
19119,IA,"Lyon County, Iowa",9.40%,"1,090",160.00%,SNAP,185.00%,Other Nutrition Program,50.80%,12.90%,36.30%,13.90%,440,68%,33%,$2.60 ,"$487,820 "
19121,IA,"Madison County, Iowa",12.40%,"1,930",160.00%,SNAP,185.00%,Other Nutrition Program,41.90%,10.60%,47.50%,18.20%,760,50%,51%,$2.90 ,"$963,410 "
19123,IA,"Mahaska County, Iowa",14.00%,"3,130",160.00%,SNAP,185.00%,Other Nutrition Program,50.50%,10.30%,39.20%,20.00%,"1,060",55%,45%,$2.35 ,"$1,266,100 "
19125,IA,"Marion County, Iowa",11.80%,"3,930",160.00%,SNAP,185.00%,Other Nutrition Program,40.30%,9.30%,50.40%,16.80%,"1,390",52%,48%,$2.37 ,"$1,603,230 "
19127,IA,"Marshall County, Iowa",12.80%,"5,150",160.00%,SNAP,185.00%,Other Nutrition Program,60.90%,11.00%,28.20%,21.40%,"2,160",68%,32%,$2.22 ,"$1,967,960 "
19129,IA,"Mills County, Iowa",10.80%,"1,640",160.00%,SNAP,185.00%,Other Nutrition Program,48.20%,8.50%,43.20%,15.00%,570,50%,50%,$2.39 ,"$674,680 "
19131,IA,"Mitchell County, Iowa",10.80%,"1,170",160.00%,SNAP,185.00%,Other Nutrition Program,40.60%,9.60%,49.80%,15.40%,420,51%,49%,$2.63 ,"$529,660 "
19133,IA,"Monona County, Iowa",13.90%,"1,300",160.00%,SNAP,185.00%,Other Nutrition Program,51.00%,11.50%,37.50%,21.20%,430,52%,48%,$2.37 ,"$530,330 "
19135,IA,"Monroe County, Iowa",13.60%,"1,080",160.00%,SNAP,185.00%,Other Nutrition Program,46.30%,11.90%,41.80%,18.40%,340,59%,41%,$2.18 ,"$405,260 "
19137,IA,"Montgomery County, Iowa",14.80%,"1,620",160.00%,SNAP,185.00%,Other Nutrition Program,53.50%,11.90%,34.60%,23.30%,590,56%,44%,$2.38 ,"$663,660 "
19139,IA,"Muscatine County, Iowa",13.50%,"5,730",160.00%,SNAP,185.00%,Other Nutrition Program,54.50%,8.40%,37.10%,23.20%,"2,550",57%,43%,$2.23 ,"$2,199,460 "
19141,IA,"O'Brien County, Iowa",11.60%,"1,670",160.00%,SNAP,185.00%,Other Nutrition Program,52.80%,12.40%,34.80%,18.20%,610,59%,41%,$2.23 ,"$641,030 "
19143,IA,"Osceola County, Iowa",11.60%,760,160.00%,SNAP,185.00%,Other Nutrition Program,48.00%,9.30%,42.70%,17.30%,270,51%,49%,$2.59 ,"$338,820 "
19145,IA,"Page County, Iowa",13.30%,"2,140",160.00%,SNAP,185.00%,Other Nutrition Program,51.60%,8.90%,39.40%,19.20%,610,68%,33%,$2.38 ,"$876,690 "
19147,IA,"Palo Alto County, Iowa",12.10%,"1,150",160.00%,SNAP,185.00%,Other Nutrition Program,51.40%,12.30%,36.30%,16.20%,340,53%,47%,$2.62 ,"$518,630 "
19149,IA,"Plymouth County, Iowa",9.70%,"2,420",160.00%,SNAP,185.00%,Other Nutrition Program,34.20%,10.60%,55.10%,14.50%,940,37%,63%,$2.36 ,"$983,070 "
19151,IA,"Pocahontas County, Iowa",11.70%,880,160.00%,SNAP,185.00%,Other Nutrition Program,47.90%,12.20%,40.00%,18.00%,290,57%,43%,$2.72 ,"$412,010 "
19153,IA,"Polk County, Iowa",12.50%,"52,310",160.00%,SNAP,185.00%,Other Nutrition Program,43.90%,7.60%,48.40%,18.00%,"18,980",52%,48%,$2.36 ,"$21,249,680 "
19155,IA,"Pottawattamie County, Iowa",12.00%,"11,010",160.00%,SNAP,185.00%,Other Nutrition Program,54.20%,9.40%,36.40%,19.20%,"4,160",62%,38%,$2.23 ,"$4,226,180 "
19157,IA,"Poweshiek County, Iowa",12.40%,"2,350",160.00%,SNAP,185.00%,Other Nutrition Program,40.30%,8.60%,51.10%,17.80%,700,48%,52%,$2.39 ,"$966,770 "
19159,IA,"Ringgold County, Iowa",12.20%,630,160.00%,SNAP,185.00%,Other Nutrition Program,55.00%,10.80%,34.10%,20.20%,240,67%,33%,$2.16 ,"$234,230 "
19161,IA,"Sac County, Iowa",11.40%,"1,200",160.00%,SNAP,185.00%,Other Nutrition Program,52.50%,12.00%,35.50%,17.80%,430,66%,34%,$2.55 ,"$526,720 "
19163,IA,"Scott County, Iowa",14.00%,"22,660",160.00%,SNAP,185.00%,Other Nutrition Program,47.30%,8.90%,43.80%,19.50%,"7,740",59%,41%,$2.29 ,"$8,932,050 "
19165,IA,"Shelby County, Iowa",10.90%,"1,350",160.00%,SNAP,185.00%,Other Nutrition Program,51.90%,16.50%,31.60%,16.70%,480,64%,36%,$2.36 ,"$548,410 "
19167,IA,"Sioux County, Iowa",9.50%,"3,190",160.00%,SNAP,185.00%,Other Nutrition Program,44.70%,11.00%,44.30%,14.20%,"1,230",52%,48%,$2.34 ,"$1,284,880 "
19169,IA,"Story County, Iowa",13.50%,"11,790",160.00%,SNAP,185.00%,Other Nutrition Program,50.80%,5.50%,43.70%,15.50%,"2,370",42%,58%,$2.35 ,"$4,769,110 "
19171,IA,"Tama County, Iowa",12.70%,"2,270",160.00%,SNAP,185.00%,Other Nutrition Program,51.20%,11.90%,36.90%,20.30%,910,63%,37%,$2.35 ,"$918,230 "
19173,IA,"Taylor County, Iowa",12.10%,770,160.00%,SNAP,185.00%,Other Nutrition Program,59.50%,10.90%,29.60%,19.10%,290,62%,38%,$2.36 ,"$312,790 "
19175,IA,"Union County, Iowa",14.10%,"1,750",160.00%,SNAP,185.00%,Other Nutrition Program,58.70%,8.00%,33.30%,22.50%,640,61%,39%,$2.34 ,"$704,870 "
19177,IA,"Van Buren County, Iowa",15.20%,"1,160",160.00%,SNAP,185.00%,Other Nutrition Program,57.90%,7.90%,34.20%,24.50%,430,62%,38%,$2.37 ,"$473,220 "
19179,IA,"Wapello County, Iowa",14.80%,"5,270",160.00%,SNAP,185.00%,Other Nutrition Program,59.30%,8.70%,32.00%,24.10%,"1,900",61%,39%,$2.21 ,"$2,004,740 "
19181,IA,"Warren County, Iowa",11.20%,"5,070",160.00%,SNAP,185.00%,Other Nutrition Program,36.20%,6.40%,57.40%,16.60%,"1,950",43%,57%,$2.42 ,"$2,111,930 "
19183,IA,"Washington County, Iowa",11.60%,"2,520",160.00%,SNAP,185.00%,Other Nutrition Program,48.50%,11.70%,39.70%,18.70%,"1,010",60%,40%,$2.35 ,"$1,019,350 "
19185,IA,"Wayne County, Iowa",12.70%,810,160.00%,SNAP,185.00%,Other Nutrition Program,70.90%,13.00%,16.10%,18.10%,260,84%,16%,$2.26 ,"$315,100 "
19187,IA,"Webster County, Iowa",14.60%,"5,610",160.00%,SNAP,185.00%,Other Nutrition Program,53.40%,11.50%,35.10%,21.10%,"1,790",68%,32%,$2.22 ,"$2,143,740 "
19189,IA,"Winnebago County, Iowa",12.90%,"1,410",160.00%,SNAP,185.00%,Other Nutrition Program,50.00%,9.70%,40.20%,18.70%,430,61%,39%,$2.44 ,"$592,190 "
19191,IA,"Winneshiek County, Iowa",11.50%,"2,410",160.00%,SNAP,185.00%,Other Nutrition Program,39.10%,9.60%,51.20%,16.00%,690,44%,56%,$2.36 ,"$979,000 "
19193,IA,"Woodbury County, Iowa",13.20%,"13,380",160.00%,SNAP,185.00%,Other Nutrition Program,55.80%,11.60%,32.50%,21.60%,"5,690",62%,38%,$2.30 ,"$5,297,120 "
19195,IA,"Worth County, Iowa",13.10%,"1,000",160.00%,SNAP,185.00%,Other Nutrition Program,50.80%,9.40%,39.90%,22.50%,380,59%,41%,$2.66 ,"$457,860 "
19197,IA,"Wright County, Iowa",12.80%,"1,720",160.00%,SNAP,185.00%,Other Nutrition Program,51.80%,13.20%,34.90%,19.60%,600,63%,37%,$2.58 ,"$763,840 "
20001,KS,"Allen County, Kansas",14.60%,"1,960",130.00%,SNAP,185.00%,Other Nutrition Program,44.40%,20.90%,34.70%,22.10%,690,65%,35%,$2.53 ,"$853,560 "
20003,KS,"Anderson County, Kansas",14.60%,"1,180",130.00%,SNAP,185.00%,Other Nutrition Program,50.10%,28.20%,21.70%,24.30%,500,87%,13%,$2.75 ,"$558,560 "
20005,KS,"Atchison County, Kansas",16.10%,"2,710",130.00%,SNAP,185.00%,Other Nutrition Program,38.90%,27.70%,33.40%,22.20%,910,78%,22%,$2.54 ,"$1,184,840 "
20007,KS,"Barber County, Kansas",12.40%,610,130.00%,SNAP,185.00%,Other Nutrition Program,50.30%,25.70%,24.00%,21.90%,230,76%,24%,$2.53 ,"$265,650 "
20009,KS,"Barton County, Kansas",12.60%,"3,460",130.00%,SNAP,185.00%,Other Nutrition Program,42.70%,29.70%,27.60%,20.10%,"1,310",71%,29%,$2.52 ,"$1,500,830 "
20011,KS,"Bourbon County, Kansas",15.40%,"2,330",130.00%,SNAP,185.00%,Other Nutrition Program,55.60%,16.00%,28.50%,23.80%,920,68%,32%,$2.53 ,"$1,014,690 "
20013,KS,"Brown County, Kansas",15.20%,"1,520",130.00%,SNAP,185.00%,Other Nutrition Program,55.10%,22.50%,22.50%,25.90%,640,75%,25%,$2.54 ,"$664,560 "
20015,KS,"Butler County, Kansas",13.40%,"8,710",130.00%,SNAP,185.00%,Other Nutrition Program,31.00%,22.20%,46.90%,20.30%,"3,590",58%,43%,$2.60 ,"$3,898,050 "
20017,KS,"Chase County, Kansas",12.60%,360,130.00%,SNAP,185.00%,Other Nutrition Program,37.70%,33.30%,29.00%,19.80%,140,71%,29%,$2.75 ,"$170,410 "
20019,KS,"Chautauqua County, Kansas",14.60%,550,130.00%,SNAP,185.00%,Other Nutrition Program,41.10%,22.40%,36.50%,19.20%,150,58%,42%,$2.75 ,"$260,350 "
20021,KS,"Cherokee County, Kansas",16.40%,"3,560",130.00%,SNAP,185.00%,Other Nutrition Program,55.50%,20.50%,24.10%,25.40%,"1,350",77%,23%,$2.59 ,"$1,587,100 "
20023,KS,"Cheyenne County, Kansas",11.90%,330,130.00%,SNAP,185.00%,Other Nutrition Program,50.80%,24.30%,24.90%,17.80%,110,60%,40%,$2.57 ,"$145,980 "
