,Organization,Address,City,State
13,Ashland Emergency Food Bank,560 Clover Ln Ashland OR 97520,Ashland,['OR']
14,Toledo Food Share Pantry,383 NE Beech St Toledo OR 97391,Toledo,['OR']
15,Josephine County Food Bank,1470 SE M St Ste 1C Grants Pass OR 97526,Grants Pass,['OR']
16,Dallas Food Bank,322 Main St Ste 180 Dallas OR 97338,Dallas,['OR']
17,South Corvallis Food Bank,1798 SW 3rd St Corvallis OR 97333,Corvallis,['OR']
18,Bishops Store House,7575 Pacific Ave White City OR 97503,White City,['OR']
19,Tillamook Food Bank,3808 12th St Tillamook OR 97141,Tillamook,['OR']
0,Mckenzie River Food Pantry,51187 Blue River Dr Vida OR 97488,Vida,['OR']
1,Confederated Tribes Of Siletz Indians,2580 19th St SE Salem OR 97302,Salem,['OR']
2,A & M Food Co,18390 Bridgeport Rd Dallas OR 97338,Dallas,['OR']
3,Fish Food Bank-Hood River,1130 Tucker Rd Hood River OR 97031,Hood River,['OR']
4,Grand Sheramina Community Svc,120 N Bridge St Sheridan OR 97378,Sheridan,['OR']
5,Philomath Food Pantry Kid Kloset & Cleaners,360 S 9th St Philomath OR 97370,Philomath,['OR']
6,Lincoln City Food Pantry,1505 NE 6th Dr Lincoln City OR 97367,Lincoln City,['OR']
7,Marion Polk Food Share,1660 Salem Industrial Dr NE Salem OR 97301,Salem,['OR']
8,Bishop Store House,1950 SW Badger Ave # 109 Redmond OR 97756,Redmond,['OR']
9,Oregon Food Bank,1760 Wilson River Loop Tillamook OR 97141,Tillamook,['OR']
10,Nestucca Valley Pass It On,24425 Bunn Creek Rd Cloverdale OR 97112,Cloverdale,['OR']
11,Fish Food Bank-Parkdale,4910 Baseline Dr Mount Hood Parkdale OR 97041,Mount Hood Parkdale,['OR']
12,Oakridge Food Box,47674 School Street Oakridge Oakridge OR 97463,Oakridge,['OR']
13,Sandy Community Action Center,38982 Pioneer Blvd Sandy OR 97055,Sandy,['OR']
0,Greater Phila Food Bank Inc,302 W Berks St Philadelphia PA 19122,Philadelphia,['PA']
1,Prime Food Sales,715 Twining Rd Dresher PA 19025,Dresher,['PA']
2,West Bethlehem Food Bank,514 3rd Ave Bethlehem PA 18018,Bethlehem,['PA']
3,Lord'S Pantry Of Downington,141 E Lancaster Ave Downingtown PA 19335,Downingtown,['PA']
4,Betty Lou'S Food Pantry,333 E Oxford St Coopersburg PA 18036,Coopersburg,['PA']
5,Nazareth Area Food Bank,529 S Main St Nazareth PA 18064,Nazareth,['PA']
6,Adagio Health,99 Autumn St. Aliquippa PA 15001,Aliquippa,['PA']
7,Daily Bread Cmnty Food Pantry,845 Gravel Pike Collegeville PA 19426,Collegeville,['PA']
8,Saint Judes Food,2550 S 3rd St Philadelphia PA 19148,Philadelphia,['PA']
9,Narberth Community Food Bank,201 Sabine Ave # 201 Narberth PA 19072,Narberth,['PA']
10,St Elizabeth Ann Seton Parish Administrative Center,330 3rd Ave Carnegie PA 15106,Carnegie,['PA']
11,North Hills Food Bank,99 Corbett Ct Pittsburgh PA 15237,Pittsburgh,['PA']
12,Greater Berks Food Bank,Leesport PA 19533,Leesport,['PA']
13,Squirrel Hill Community Food Pantry,828 Hazelwood Ave Pittsburgh PA 15217,Pittsburgh,['PA']
14,Inter-Church Food Bank,618 Russellwood Ave Mc Kees Rocks PA 15136,Mc Kees Rocks,['PA']
15,Peters Township Food Pantry,269 Arrowhead Ln Eighty Four PA 15330,Eighty Four,['PA']
16,Perry Hilltop S Food Bank,2115 Perrysville Ave Pittsburgh PA 15214,Pittsburgh,['PA']
17,Pennsylvania Avenue Interfaith,1900 Pennsylvania Ave Bethlehem PA 18018,Bethlehem,['PA']
18,Southwest Food Pantry,1030 Logue St Pittsburgh PA 15220,Pittsburgh,['PA']
19,Charleroi Area Food Pantry,828 Meadow Ave Charleroi PA 15022,Charleroi,['PA']
0,Southwestern Pennsylvania Food Security?? Partnership,1 N Linden St Duquesne PA 15110,Duquesne,['PA']
1,Pennsylvania Area Regl Food,4050 Washington Rd Canonsburg PA 15317,Canonsburg,['PA']
2,Greater Pittsburgh Community Food Bank,20 Terminal Way Pittsburgh PA 15219,Pittsburgh,['PA']
3,Greater Washington County Food Bank,1020 Route 519 Eighty Four PA 15330,Eighty Four,['PA']
4,Mon Valley Food Bank,3595 Washington Ave Finleyville PA 15332,Finleyville,['PA']
5,Community Circle Food Pantry,69 East Pine Avenue Washington PA 15301,Washington,['PA']
6,North Hills Food Bank,845 Perry Hwy Pittsburgh PA 15229,Pittsburgh,['PA']
7,Grove City Community Food Pantry,114 S Center St Grove City PA 16127,Grove City,['PA']
8,United Churches Of The Elizabethtown Area,222 S Peach Aly Elizabethtown PA 17022,Elizabethtown,['PA']
9,North East Comm Food Pantry,30 Bothel St North East PA 16428,North East,['PA']
10,West Side Food Bank,MARKET & S Sprague St Kingston PA 18704,Kingston,"['MA', 'RK', 'ET', 'PA']"
11,Northwestern Food Pantry,1 Robb And Powell Ave Albion PA 16401,Albion,['PA']
12,Adagio Health,2418 Freeport Rd Natrona Heights PA 15065,Natrona Heights,['PA']
13,Solanco Food Bank,Quarryville PA 17566,Quarryville,['PA']
14,The Food Trust,1 Penn Ctr Ste 900 Philadelphia PA 19103,Philadelphia,['PA']
15,Erie City Mission,717 French St Erie PA 16501,Erie,['PA']
16,Food Pantry,901 N 6th St Harrisburg PA 17102,Harrisburg,['PA']
17,Second Harvest Food Bank,2045 Harvest Way Allentown PA 18104,Allentown,['PA']
18,Dover Area Food Bank,1832 Industrial Ct Dover PA 17315,Dover,['PA']
19,Titusville Area Food Bank,134 W Central Ave Titusville PA 16354,Titusville,['PA']
0,Greater Berks Food Bank,117 Morgan Dr Reading PA 19608,Reading,['PA']
1,Mt Carmel Food Pantry,26 N Market St Mount Carmel PA 17851,Mount Carmel,['PA']
2,Plum Food Pantry,81 Sandune Dr Pittsburgh PA 15239,Pittsburgh,['PA']
3,Joel Two Restoration Outreach,2201 Reed St Erie PA 16503,Erie,['PA']
4,Allentown Area Ecumenical Food,534 Chew St Allentown PA 18102,Allentown,['PA']
5,Catasaqua Ministerium Food Bnk,122 Union St Catasauqua PA 18032,Catasauqua,['PA']
6,Northampton Area Food Bank,1559 Franklin St Northampton PA 18067,Northampton,['PA']
7,Community Food Bank,634 Fairview Rd Mount Joy PA 17552,Mount Joy,['PA']
8,Northern Berks Food Pantry,31 N 3rd St Hamburg PA 19526,Hamburg,['PA']
9,Northern Lehigh Food Bank,7884 Center St Slatington PA 18080,Slatington,['PA']
10,Channels Food Rescue,3305 N 6th St Harrisburg PA 17110,Harrisburg,['PA']
11,Westmoreland County Food Bank,100 Devonshire Dr Delmont PA 15626,Delmont,['PA']
12,Pacc Caring Cupboard,131 N Railroad St # 1 Palmyra PA 17078,Palmyra,['PA']
13,Juniata County Food Pantry,114 N Main St Mifflintown PA 17059,Mifflintown,['PA']
14,St Boniface Food Pantry,9333 Tate Rd Erie PA 16509,Erie,['PA']
15,Central Pennsylvania Food Bank,3908 Corey Rd Harrisburg PA 17109,Harrisburg,['PA']
16,Second Harvest Food Bank,1507 Grimm Dr Erie PA 16501,Erie,['PA']
17,New Holland Area Food Bank,221 E Main St New Holland PA 17557,New Holland,['PA']
18,Corry Area Food Pantry,1318 W Main St Corry PA 16407,Corry,['PA']
19,The Eastside Community Kitchen,347 N Plum St Lancaster PA 17602,Lancaster,['PA']
0,Mercy Center Kitchen,Dallas PA 18612,Dallas,['PA']
1,Northampton Area Food Bank,1601 Canal St Northampton PA 18067,Northampton,['PA']
2,Susquehanna County Food Bank,Montrose 18801 Montrose PA 18801,Montrose,['PA']
3,Hershey Food Bank,120 E Derry Rd Hershey PA 17033,Hershey,['PA']
4,St. Jacob’s Food Pantry,99 E. George St. York New Salem PA 17371,York New Salem,['PA']
0,Helping Hands Of Goose Creek,104 Commerce Pl Goose Creek SC 29445,Goose Creek,['SC']
1,Keep Our Pets Food Bank,4764 Highway 17 Murrells Inlet SC 29576,Murrells Inlet,['SC']
2,Fairfield County Veterans,96 US Highway 321 Byp S Winnsboro SC 29180,Winnsboro,['SC']
3,Food Bank,131 2nd St Cheraw SC 29520,Cheraw,['SC']
4,Horry County Branch Lowcountry Food Bank,200 Broadway St Myrtle Beach SC 29577,Myrtle Beach,['SC']
5,Harvest Hope Food Bank Pedee,2513 W Lucas St Unit 5 Florence SC 29501,Florence,['SC']
6,Harvest Hope Food Bank,2220 Shop Rd Columbia SC 29201,Columbia,['SC']
7,Low Country Food Bank,2864 Azalea Dr North Charleston SC 29405,North Charleston,['SC']
8,Coastal Rescue Mission,Myrtle Beach SC 29578,Myrtle Beach,['SC']
9,Summerville Food Bank,195 Farmington Rd Suite F Summerville SC 29483,Summerville,['SC']
10,Food Bank Of Greenwood County,222 East Ave Greenwood SC 29646,Greenwood,['SC']
11,Community Kitchen Inc,1411 Mr Joe White Ave Myrtle Beach SC 29577,Myrtle Beach,['SC']
0,Food Bank,103 Heard St Dunlap TN 37327,Dunlap,['TN']
1,Marion County Community Ministries,141 Alabama Ave Sequatchie TN 37374,Sequatchie,['TN']
2,Second Harvest Food Bank,1601 Elm Hill Pike Nashville TN 37210,Nashville,['TN']
3,Second Harvest Food Bank,331 Great Circle Rd Nashville TN 37228,Nashville,['TN']
4,Second Harvest Food Bank Of Northeast Tennessee,1020 Jericho Drive Kingsport TN 37663,Kingsport,['TN']
5,Harvest Share Food Pantry,419 W 9th St Columbia TN 38401,Columbia,['TN']
6,Westmoreland Food Bank,1037 Park St Westmoreland TN 37186,Westmoreland,['TN']
7,Soddy Daisy Food Bank,203 Depot St Soddy Daisy TN 37379,Soddy Daisy,['TN']
8,Fish Pantry,800 S Northshore Dr Knoxville TN 37919,Knoxville,['TN']
9,Second Harvest Food Bank Of West Tennessee,225 N Highland Ave Jackson TN 38301,Jackson,['TN']
10,Riverside Food Ministry,599 Ocoee St Copperhill TN 37317,Copperhill,['TN']
11,Sevier County Food Ministries,890 Old Knoxville Hwy Sevierville TN 37862,Sevierville,['TN']
12,Crab Orchard Care Ctr,87 Commerce St Crab Orchard TN 37723,Crab Orchard,['TN']
13,Second Harvest Food Bank,127 Dillon Ct Johnson City TN 37615,Johnson City,['TN']
14,Food Donation Connection,12740 Kingston Pike Ste 201 Knoxville TN 37934,Knoxville,['TN']
15,Joelton Hope Center,212 Gifford Pl Joelton TN 37080,Joelton,['TN']
16,Berea Free Will Baptist,2309 Sinking Creek Rd Johnson City TN 37604,Johnson City,['TN']
0,Open Hands Pantry,301 S 17th St Donna TX 78537,Donna,['TX']
1,Smithson Valley Food Bank,36200 Fm 3159 New Braunfels TX 78132,New Braunfels,['TX']
2,Manna Food Bank,17766 Fm 1255 Canton TX 75103,Canton,['TX']
3,North Texas Food Bank,4204 Dan Morton Dr Dallas TX 75236,Dallas,['TX']
4,I Can Still Shine,Hurst TX 76054,Hurst,['TX']
5,Feed The Sheep,112 W Avenue G Temple TX 76504,Temple,['TX']
6,Hillsboro Interfaith Ministries,214 E Elm St Hillsboro TX 76645,Hillsboro,['TX']
7,Seven Loaves Food Pantry,5801 W Plano Pkwy Plano TX 75093,Plano,['TX']
8,Eats Foundation Food Bank,767 S Saunders St Seguin TX 78155,Seguin,['TX']
9,Capital Area Food Bank,8201 S Congress Ave Austin TX 78745,Austin,['TX']
10,Community Food Pantry,307 Smith St McKinney TX 75069,McKinney,['TX']
11,Alvin Community Food Pantry,1212 S Durant St Alvin TX 77511,Alvin,['TX']
12,Devine Food Pantry Ministry,209 S Teel Dr Devine TX 78016,Devine,['TX']
13,Maria Hyatt,1195 Fm 156 S Haslet TX 76052,Haslet,['TX']
14,Encouraging Children To Help Others,4609 Creekview Ln Balch Springs TX 75180,Balch Springs,['TX']
15,Texas Food Bank Network,2001 Beach St # 630 Fort Worth TX 76103,Fort Worth,['TX']
16,Mamma'S Muffins And More.Llc,Rowlett TX 75088,Rowlett,['TX']
17,Lake Area Shared Ministries,8493 State Highway 34 S Quinlan TX 75474,Quinlan,['TX']
18,Open Arms Food Pantry,5959 Long Dr Houston TX 77087,Houston,['TX']
19,Gerland'S Food Pantry,9494 Hammerly Blvd Houston TX 77080,Houston,['TX']
0,Lacare,507 Buchanan Dr Burnet TX 78611,Burnet,['TX']
1,Community Northwest Christian,108 Pecan St Roanoke TX 76262,Roanoke,['TX']
2,Heights Interfaith Ministries Food Pantry,3523 Beauchamp St Houston TX 77009,Houston,['TX']
3,Operation Refuge Inc,1625 N Blair Ave Cleveland TX 77327,Cleveland,['TX']
4,Little Elm Food Bank,501 Bill St Little Elm TX 75068,Little Elm,['TX']
5,T L C Food Pantry,110 W Montgomery St Willis TX 77378,Willis,['TX']
6,South Union Food Pantry,3601 Lydia St Houston TX 77021,Houston,['TX']
7,Lake Whitney Food Bank - Our Daily Bread,601 S Bosque St Whitney TX 76692,Whitney,['TX']
8,Anderson Food Pantry,1508 Gregg St Houston TX 77020,Houston,['TX']
9,My Brothers House,107 Lyons St Copperas Cove TX 76522,Copperas Cove,['TX']
10,Foreman Phillips Outreach Center,15630 Vision Dr Pflugerville TX 78660,Pflugerville,['TX']
11,Meals On Wheels,4306 NW Loop 410 San Antonio TX 78229,San Antonio,['TX']
12,Habitat For Safe Seniors,2174 Old Sattler Rd Canyon Lake TX 78133,Canyon Lake,['TX']
13,Helping Hands Inc,28710 Ranch Road 12 Dripping Springs TX 78620,Dripping Springs,['TX']
14,Greater Ward Street,6823 Arabella St Houston TX 77091,Houston,['TX']
15,St Francis Food Pantry,301 Jefferson Ave Waco TX 76701,Waco,['TX']
16,Pleasant Grove Food Pantry,1655 N Jim Miller Rd Dallas TX 75217,Dallas,['TX']
17,Bma-Btc Foodbank-Brownsville,5460 Paredes Line Rd Brownsville TX 78526,Brownsville,['TX']
18,Texas Food Bank Network,1524 S Interstate 35 # 342 Austin TX 78704,Austin,['TX']
19,Operation Hope Food Pantry,3119 Pine St Dallas TX 75215,Dallas,['TX']
0,A Christian Food Pantry Inc.,1116 Dobie Dr Ste 102 Plano TX 75074,Plano,['TX']
1,San Marcos Food Bank,220 Herndon St San Marcos TX 78666,San Marcos,['TX']
2,Montgomery County Food Banks,1 Food For Life Way Conroe TX 77385,Conroe,['TX']
3,Community Storehouse Food,12073 Katy Rd Ste 601 Fort Worth TX 76244,Fort Worth,['TX']
4,North Texas Food Bank,4500 S Cockrell Hill Rd Dallas TX 75236,Dallas,['TX']
5,The Good Shepherd Outreach Ministry Food Bank,200 Bardash St Cleveland TX 77328,Cleveland,['TX']
6,Grace Baptist Church,115 Sorrell St Red Rock TX 78662,Red Rock,['TX']
7,Poor People Clothing,8700 Stacy Rd Suite 7219 Mckinney TX 75070,Mckinney,['TX']
8,Pleasant Grove Food Pantry,1331 Baywood Dr Dallas TX 75217,Dallas,['TX']
9,Luling Food Bank,402 S Mulberry St Luling TX 78648,Luling,['TX']
10,San Antonio Food Bank,5200 W Old US Highway 90 San Antonio TX 78227,San Antonio,['TX']
11,Tarrant Area Food Bank,2600 Cullen St Fort Worth TX 76107,Fort Worth,['TX']
12,Texas Hunger Initiative,211 E 9th St Austin TX 78701,Austin,['TX']
13,Gods Food Pantry,3420 14th St Ste 101 Plano TX 75074,Plano,['TX']
14,Rvg Food Bank,724 N Cage Blvd Pharr TX 78577,Pharr,['TX']
15,Fwm Food Bank,559 Ezekial Ave Dallas TX 75217,Dallas,['TX']
0,Emergency Food Bank,900 Harris St Charlottesville VA 22903,Charlottesville,['VA']
1,God's Provision Food Pantry,1549 Franklin St Rocky Mount VA 24151,Rocky Mount,['VA']
2,Salem Food Pantry,620 Chapman St Salem VA 24153,Salem,['VA']
3,Agape Food Pantry,1355 W Spring St Wytheville VA 24382,Wytheville,['VA']
4,Rappahannock Food Pantry,602 Mount Salem Ave Washington VA 22747,Washington,['VA']
5,Blue Ridge Area Food Bank Inc,96 Laurel Hill Rd Verona VA 24482,Verona,['VA']
6,Faces Food Pantry,416 N South St Farmville VA 23901,Farmville,['VA']
7,Restore Hope House,117 E King St Strasburg VA 22657,Strasburg,['VA']
8,Holy Name Church Of Jesus Food Bank,808 S Main St Chase City VA 23924,Chase City,['VA']
9,Faces,314 N South St Farmville VA 23901,Farmville,['VA']
10,Chesterf Food Bank,12211 Iron Bridge Rd Chester VA 23831,Chester,['VA']
11,Nelson County Pantry,9890 Thomas Nelson Hwy Lovingston VA 22949,Lovingston,['VA']
12,Blue Ridge Area Food Bank,129 Fairway Ln Staunton VA 24401,Staunton,['VA']
13,Heavenly Manna Food Bank,2233 S Main Street Rocky Mount VA 24151,Rocky Mount,['VA']
14,Food Bank of Wise County,914 Wood Ave W Big Stone Gap VA 24219,Big Stone Gap,['VA']
0,Ballard Food Bank,5130 Leary Ave NW Seattle WA 98107,Seattle,['WA']
1,Bellingham Food Bank,1824 Ellis St Bellingham WA 98225,Bellingham,['WA']
2,Food Bank,1195 Alger Cain Lake Rd Sedro Woolley WA 98284,Sedro Woolley,['WA']
3,Arlington Community Food Bank,127 W Cox Ave Arlington WA 98223,Arlington,['WA']
4,Marysville Food Bank,6518 60th Dr NE Marysville WA 98270,Marysville,['WA']
5,Manhattan Community Hall,18300 4th Ave S Burien WA 98148,Burien,['WA']
6,South Beach Food Bank,314 Broadway Ave Hoquiam WA 98550,Hoquiam,['WA']
7,Garfield County Food Bank,865 W Main St Pomeroy WA 99347,Pomeroy,['WA']
8,Goldendale Community Food Bank,104 E Simcoe Dr Goldendale WA 98620,Goldendale,['WA']
9,Ocean Park Food Bank,1401 Bay Ave Ocean Park WA 98640,Ocean Park,['WA']
10,Enumclaw Food Bank,1350 Cole St Enumclaw WA 98022,Enumclaw,['WA']
11,Sky Valley Food Bank,233 Sky River Pkwy Monroe WA 98272,Monroe,['WA']
12,Skagit Gleaners,1021 Riverside Dr Mount Vernon WA 98273,Mount Vernon,['WA']
13,Sequim Food Bank,144 W Alder St Sequim WA 98382,Sequim,['WA']
14,Spiritual Miracles Alcohol,12544 Renton Ave S Seattle WA 98178,Seattle,['WA']
15,Sharenet Thrift Store,26061 United Rd NE Kingston WA 98346,Kingston,['WA']
16,Northwest Harvest,711 Cherry St Seattle WA 98104,Seattle,['WA']
17,Kent Food Bank & Emergency,515 W Harrison St Ste 107 Kent WA 98032,Kent,['WA']
18,Vashon-Maury Community Food Bank,Vashon 98070 Vashon WA 98070,Vashon,['WA']
19,Anacortes 100 Food Bank,512 4th St Anacortes WA 98221,Anacortes,['WA']
0,Skagit Valley Neighbors In Need,1615 S 2nd St Mount Vernon WA 98273,Mount Vernon,['WA']
1,Sumner Community Food Bank,15625 Main St E Sumner WA 98390,Sumner,['WA']
2,Food Bank At St Mary'S,611 20th Ave S Seattle WA 98144,Seattle,['WA']
3,Bremerton Food Line,1600 12th St Bremerton WA 98337,Bremerton,['WA']
4,The Saint'S Pantry,214 S 2nd St Shelton WA 98584,Shelton,['WA']
5,Food Resources,1501 N 45th St Seattle WA 98103,Seattle,['WA']
6,Issaquah Food Bank,179 1st Ave SE Issaquah WA 98027,Issaquah,['WA']
7,R G Construction Service,117 28th Ave # B Seattle WA 98122,Seattle,['WA']
8,Food Lifeline,815 South 96th Street Seattle WA 98108,Seattle,['WA']
9,Greengo Food,14033 Sunnyside Ave N Seattle WA 98133,Seattle,['WA']
10,Kent Food Bank,27360 129th Pl SE Kent WA 98030,Kent,['WA']
11,Family Affair Catering,5409 35th Ave S Seattle WA 98118,Seattle,['WA']
12,Food Connection,1323 Yakima Ave Tacoma WA 98405,Tacoma,['WA']
13,Queen Anne Food Bank-Sacred,232 Warren Ave N Seattle WA 98109,Seattle,['WA']
14,Sky Valley Foods,17288 Beaton Rd SE Monroe WA 98272,Monroe,['WA']
15,Mysister'S Pantry,621 Tacoma Ave S Tacoma WA 98402,Tacoma,['WA']
16,Appe Thai,4220 University Way NE Seattle WA 98105,Seattle,['WA']
17,Tenino Food Bank Plus,297 Sussex Ave E Tenino WA 98589,Tenino,['WA']
18,Maple Valley Food Bank,21415 Renton Maple Valley Rd SE Maple Valley WA 98038,Maple Valley,['WA']
19,Kingston Food Bank,26096 W 1st St NE Kingston WA 98346,Kingston,['WA']
0,Lake Stevens Community Food Bank,2111 117th Ave NE Lake Stevens WA 98258,Lake Stevens,['WA']
1,Hopelink-Kirkland,11011 120th Ave NE Kirkland WA 98033,Kirkland,['WA']
2,General S Bbq,1123 Martin Luther King Jr Way Seattle WA 98122,Seattle,['WA']
3,Community Food Pantry,71 NE Old Belfair Hwy Belfair WA 98528,Belfair,['WA']
4,Granite Falls Food Bank,215 S Granite Ave Granite Falls WA 98252,Granite Falls,['WA']
5,Friday Harbor Food Bank,500 Market St Friday Harbor WA 98250,Friday Harbor,['WA']
6,Hoquiam Food & Clothing Bank,720 K St Hoquiam WA 98550,Hoquiam,['WA']
7,Asian Counseling & Referral,919 S King St Seattle WA 98104,Seattle,['WA']
8,West Seattle Food Bank,3419 SW Morgan St Seattle WA 98126,Seattle,['WA']
9,Spanaway Food Bank,16001 A St S Spanaway WA 98387,Spanaway,['WA']
10,Maltby Food Bank,21104 86th Ave SE Snohomish WA 98296,Snohomish,['WA']
11,South Thurston United Friends,18214 Corvallis St SW Rochester WA 98579,Rochester,['WA']
12,North Mason Food Bank,22471 E State Route 3 Belfair WA 98528,Belfair,['WA']
13,South Kitsap Helpline Food Bank,1012 Mitchell Ave Port Orchard WA 98366,Port Orchard,['WA']
14,World Impact Network,2015 Richards Rd Bellevue WA 98005,Bellevue,['WA']
15,Thurston County Food Bank,2260 Mottman Rd SW Tumwater WA 98512,Tumwater,['WA']
16,Snoqualmle Tribe Food Bank,4175 Tolt Ave Carnation WA 98014,Carnation,['WA']
17,Roy Fish Food Bank,8202 288th St S Roy WA 98580,Roy,['WA']
18,Salt Of The Earth Food Bank,1328 73rd St SE Everett WA 98203,Everett,['WA']
19,Black Diamond Community,31605 3rd Ave Black Diamond WA 98010,Black Diamond,['WA']
0,Fish Food Bank,301 W 2nd Ave Ellensburg WA 98926,Ellensburg,['WA']
1,Stanwood Camano Island Food Bank,27030 102nd Ave NW Stanwood WA 98292,Stanwood,['WA']
2,Jubilee Ministry-Food Bank,1429 Stacy Ave Prosser WA 99350,Prosser,['WA']
3,Graham Southhill Food Bank,10425 187th St E Puyallup WA 98374,Puyallup,['WA']
4,Paul Krupa,1114 SW 310th St Federal Way WA 98023,Federal Way,['WA']
5,Sultan Food Bank,703 1st St Sultan WA 98294,Sultan,['WA']
6,Central Kitsap Food Bank,3790 NW Anderson Hill Rd Silverdale WA 98383,Silverdale,['WA']
7,The Salvation Army Renton Rotary,206 S Tobin St Renton WA 98057,Renton,['WA']
8,Lynnwood Food Bank,5320 176th St SW Lynnwood WA 98037,Lynnwood,['WA']
9,Bash Foodbank,103 140th St S Tacoma WA 98444,Tacoma,['WA']
10,Rotacare North Helpline Free Clinic,12746 33rd Ave NE Seattle WA 98125,Seattle,['WA']
11,Cove City Outreach,1628 Ridge Rd Shelton WA 98584,Shelton,['WA']
12,Des Moines Food Bank,22225 9th Ave S Seattle WA 98198,Seattle,['WA']
13,Seattle'S Table/Food Lifeline,15230 15th Ave NE Shoreline WA 98155,Shoreline,['WA']
14,Food Bank,PO Box 53 Concrete WA 98237,Concrete,['WA']
15,Helping Hands Food Bank,420 Washington St Sedro Woolley WA 98284,Sedro Woolley,['WA']
16,Thurston County Food Bank,220 Thurston Ave NE Olympia WA 98501,Olympia,['WA']
17,Downtown Food Bank,1531 Western Ave Seattle WA 98101,Seattle,['WA']
18,Orcas Island Food Bank,176 Madrona St Eastsound WA 98245,Eastsound,['WA']
19,Auburn Food Bank,930 18th Pl NE Auburn WA 98002,Auburn,['WA']
0,Humanity First Usa - Feed The Hungry In America Food Bank,19212 Highway 99 Lynnwood WA 98036,Lynnwood,['WA']
1,Rainier Valley Foodbank,4205 Rainier Ave S Seattle WA 98118,Seattle,['WA']
2,Blaine Food Bank,500 C Street Blaine WA 98230,Blaine,['WA']
3,University District Food Bank,4731 15th Ave NE Seattle WA 98105,Seattle,['WA']
4,Bonney Lake Food Bank,18409 Veterans Memorial Drive Bonney Lake WA 98391,Bonney Lake,['WA']
5,Volunteers of America - Everett Food Bank,1230 Broadway Everett WA 98201,Everett,['WA']
6,Volunteers of America - Wetmore Ave Food Bank,3120 Wetmore Ave Everett WA 98201,Everett,['WA']
7,Volunteers of America - South Everett Food Bank,805 W. Casino Rd Everett WA 98204,Everett,['WA']
8,Volunteers of America - Sultan Food Bank,617 1st Street Sultan WA 98294,Sultan,['WA']
9,Puyallup Food Bank,1405 E. Main Avenue Puyallup WA 98372,Puyallup,['WA']
10,CrossView Food Bank,604 Ave C East Snohomish WA 98290,Snohomish,['WA']
0,Shalom Center Food Distribution Warehouse,8043 Sheridan Rd Kenosha WI 53143,Kenosha,['WI']
1,Plum City Food Pantry,301 1st St Pepin WI 54759,Pepin,['WI']
2,Waupaca Area Food Pantry,413 S Main St Waupaca WI 54981,Waupaca,['WI']
3,Food Shelf,1118 W Veterans St Tomah WI 54660,Tomah,['WI']
4,Family Sharing Of Ozaukee-Food,1002 Overland Ct Grafton WI 53024,Grafton,['WI']
5,Sunshine Place,18 Rickel Rd Sun Prairie WI 53590,Sun Prairie,['WI']
6,Lifeline Food Pantry,560 5th St Clear Lake WI 54005,Clear Lake,['WI']
7,Pepin County Food Pantry,306 W Main St Ste A Durand WI 54736,Durand,['WI']
8,Baldwin Community Pantry,920 6th Ave Baldwin WI 54002,Baldwin,['WI']
9,Amery Area Food Pantry,230 Deronda St Amery WI 54001,Amery,['WI']
10,River Falls Community Food Pantry,222 N Main St River Falls WI 54022,River Falls,['WI']
11,Ruby'S Pantry Foodshelf,24534 State Road 35 70 Siren WI 54872,Siren,['WI']
12,Pierce County Food Pantry,130 N Chestnut St Ellsworth WI 54011,Ellsworth,['WI']
13,Prescott Area Food Shelves,720 Saint Croix St Ste 119 Prescott WI 54021,Prescott,['WI']
14,Spring Valley Area Food Pantry,S425 Church Ave Spring Valley WI 54767,Spring Valley,['WI']
15,Hayward Community Food Shelf,16205 Woodridge Ln Hayward WI 54843,Hayward,['WI']
16,Portage Food Pantry,404 W. Howard Street Portage WI 53901,Portage,['WI']
17,Peter'S Pantry Inc,843 S 21st St Manitowoc WI 54220,Manitowoc,['WI']
18,Cashton Cupboard & Closet Food Pantry,199 Front Street Cashton WI 54619,Cashton,['WI']
19,Milwaukee Rescue Mission,830 N 19th St Milwaukee WI 53233,Milwaukee,['WI']
0,Ripon Area Food Pantry,N7925 Doty Dr Ripon WI 54971,Ripon,['WI']
1,Mt Vernon Family Community Center,2345 N 18th St Milwaukee WI 53206,Milwaukee,['WI']
2,Slinger Community Food Pantry,321 E Washington St Slinger WI 53086,Slinger,['WI']
3,Adams Food Pantry,1874 State Highway 13 Friendship WI 53934,Friendship,['WI']
4,Oshkosh Area Community Pantry,2551 Jackson St Oshkosh WI 54901,Oshkosh,['WI']
5,Living Faith Food Pantry,856 N Main St Viroqua WI 54665,Viroqua,['WI']
6,Westwood Christian Church,5210 Odana Rd Madison WI 53711,Madison,['WI']
7,Waupun Area Food Pantry,12 S Mill St Waupun WI 53963,Waupun,['WI']
8,Necedah Food Pantry,1000 Farnum Dr Necedah WI 54646,Necedah,['WI']
9,Mt Horeb Area Food Pantry,102 E Lincoln St Mount Horeb WI 53572,Mount Horeb,['WI']
10,Food Pantry Inc,1800 N Wisconsin St Port Washington WI 53074,Port Washington,['WI']
11,New Lisbon Food Pantry,201 Leer St New Lisbon WI 53950,New Lisbon,['WI']
12,Feeding America Eastern Wisconsin,1436 Progress Ln Omro WI 54963,Omro,['WI']
13,Market County Food Bank,N2973 State Road 22 Montello WI 53949,Montello,['WI']
14,Food Pantry,Wisconsin Rapids WI 54494,Wisconsin Rapids,['WI']
